"U?nh cho thç b?o ck v? phu, yàu chi?u lÖ sinh ra t?t v?y ?¢. Kh? cho ki?p ?Ön ìng, t?t nh?t Ço tin ??a nÖo h?t.",
?ng ch?ng nÖy ?†ng n? th?t,
Con ??.sai mÖ cïn gç m?m.sao ko t†t cho n¢ ph†t,1
?? m† nh?c ch?a,1
G?p tao lÖ chìn ngay th?ng ?¢,
"Dan ong ma  cu xu nhu z rat VAN MINH ????. gap ng khac thi chac an dao rui.k bt a ck nay co ""bo""nhu ba vk noi k nhug de ck bat gap nhu the nay la thua rui.con a ng yeu kia chac cug rut ra bai hoc cho mh rui nen k dam noi loi nao.o voi ck sug suog wa co nha dep xe sag ma con sah tat chua chac j o voi thag sau no lo dc z.",
?£ng lÖ ng??i ch?ng anh hóng th? k? hai m??i m?t,
Ch? nÖy nhçn m?t quen l?m. G?p ?Éu rói †,
?ng ch?ng qoa  r?ng l??ng .ma con v? qoa ngang tan,
Linh Duy,
qu† Hay. C?nh b†o cho nh?ng ng??i c¢ ? ??,
Thu con cho,1
??p ch?t con ?Ön bÖ ?? b?y cïn c?i ra v? ta ?Éy,1
Anh lÖ ng??i ?Ön ìng khen ??p ?? v? mçnh ?i ngo?i tçnh anh c? s? r?t lÖ khÇo lÇo lÖm ai c?ng,
Ok a .loai dan ba nay ko can.thu mat net noi ton nuov mieng,
?ng nÖy b? h?m,
a noi ai,
Nh?c nh? Cho con dan bÖ anh ch?ng nÖy sao hi?n  qu†  thìi s?m cho b? nh?t nh? ,
"?a sai con da mìn,?an ba j vay?,, anh bo loai ?an ba nay ?i anh oi,anh noi chi nhiu,",
chi oi bo chong bo con di lay trai thi co tu canh gi ma danh noi con de cho chong noi di de di voi trai cho de,
anh oi noi qua hay qua Chuan luon,
"A ck b?t gian chi?t l? r?t hay mÖ th?n c? tim con vk m?t n?t , r?t k°nh ph?c nh? a ck ????????",
tçnh hu?ng x? l? c?a ah ch?ng n? ph?c,
Em  lÖ  ng??i  ?Ön  ìng  t?t.  Ch£c  em  tçm  h?nh  ph£c  m?i,
nguoi chong cu xu tuyet voi,
Dan pa nhu zaj dem po ham cau dj a tha lay di lam vo chu dug lay vo lam di,
T†i t?o da nhÉn sÉm HÖn Qu?c chuyàn tr? m?n n†m tÖn nhang vÖ s?o r?.cam k?t hoÖn ti?n n?u khìng hi?u qu? ,
Nhçu l£c c?ng ngh? l? ... Viàn thu?c nh? x°u thç u?ng ¢i làn ¢i xu?ng ??????,
??i....,
Tuy?t voi,
Hay qu†,
?t Th?ng,
Con nÖy ?? ngo?i tçnh ma cïn m¢n met ?†nh cho n¢ trÉn,
A ck qua tuyàt s? ly qua hay,
Bo con nay di e mang no ve mai mot no cung nhu vay  ngua quen duong cu chuc e sau nay se gap nguoi khac tot hon,
dung la kg dang du lay lam gi nua nguoi nay la can ba cua gia dinh cha me ,
Lo?i ?Ön bÖ th£i...,1
"Cïn duyàn thç ? h?t duyàn thç ?i
Niu kÇo nhau chi cho ??i thàm kh?",
?ng ck wa tuy?t,
Ok qua hay,
?£ng lÖ vui m?t ch£c nh?c c? ??i,
Ch?c lÖ ìng ?n ch? bÖ ?n nem.nen chog moi tinh tao v?y....,
Con ?i cho,1
Do thu lay bay ma con ngenh ngang Ko bit xau ho nh?c nh? la gj mat pham chat dan ba het,
"?i , ìng ck nÖy n¢i ?£ng qu†",
M† ?i coi mÖ t?c gióm,
A quay video lÖm b?ng ch?ng ?? c¢ quy?n nuìi con .ng??i ?Ön bÖ ?¢ m?t quy?n lÖm m? .tÖi s?n cha con a c?ng ???c nhi?u.?†nh ??m mÖ lÖm chi.,1
Lo?i ?Öng bÖ tr? tr?n .l?n loÖn n¢i nhi?u cho m?t .th? ?¢ cho n¢ ?i luìn .?em v? mang nh?c mai m?t n¢ c?ng th? thìi,1
Da con cho do chet me no di a,1
Danh con dã do Lïi lìn Luìn o do ma noi gi,1
Anh x? l? qu† ??p,
Nà anh ch?ng  nÖy  nhe,
M? H?nh khi ng??i ?Ön bÖ n?i tr? gi?i nh?t n?m lÖ ?Éy,
"C†i lo?i con nÖy mÖ gi?t n¢ ch?t cïn d? con dao , m?t c†i lo?i ?Ön bÖ v?a h? v?a th£i , b? s?t r†c ???c r?i , n¢ khìng x?ng ?†ng lÖm v? c?a em n?a ?Éu..",1
Linh Nguyen,
C†c ??ng mÖi rÉu r£t kinh nghi?m nha,
Sai mÖ ko bi?t l?i thç s? ko bao gi? tr? thÖnh ng??i v? t?t ,
N¢i lÖm gç lo?i ?Ön bÖ em ?Éng bÉn tÉm cho n¢ ?i ra kh?i nhÖ,
Thua 1 con ??,1
??????,
h?n ng??i nh? v?y ?†nh b?n tai mÖ thìi,
",anh ch?ng r?t bçnh t?nh.n¢i chuy?n r?t hÉy.r?p th?ng kh†c lÖ m?y lÖ m?y no ?ïn r?i",
Loai nay ve o chung lam gi nua.co ra toa ly hon.con nay thua .kg duoc nuoi con .kg duoc chia tai san.,
Da ngoai tinh con ong ong cai mieng danh no moi vua .dan ba het xai duoi no di,
"?ng Ck nÖy khìn v?i , b?t ghen k ?†nh, ch? ?u?i ?i vÖ ìm ??ng tÖi s?n... sau nÖy l?y vk tr? ??p , ng ??i k n¢i n?ng nh? mÖ cïn khen ... ng nh? a c¢ m?y ai dc",
Loai dan ba hu than mat net ko bt gi la dao li,
E r?t tuy?t chiàu em ?i . Cho ch? ?t c?a em v?i . Th?t n? em ,
?£ng rïi ?u?i ?i luìn kong cho vì nhÖ cho n¢ vì nhÖ n¢ gom ?? h?t ?? b?c t?i tr?n cïn c?i ?? con ?Ön bÖ kong bi?t nh?c,
Bach Hoang Chiem,
A ck x? l° th?t lÖ tuyet v?i.,
Con ?Ön bÖ nh? zÉyj b? n¢ ?i cho n¢ ? v?i th?ng n?y sso n?y rïi n¢ b? th?ng n?y ?†nh n¢ b? n¢ hïi ?¢ m?y b? ch?ng m?y theo tao th?y bÉy gi? tao b? m?y gieo gi¢ thç g?p b?o h?n ?Ön nÖ zay ? lÖm j,
Tuy?t ??nh  la th? ?¢,
dung roi do a bo con di do di a,
B? g?p khìng c?n ph?i n¢i thàm gç n?a con ?Ön bÖ l?ng lïan m?t n?t ??ng ti?c em ?i tràn ??i nÖy cïn nhi?u ?Ön bÖ t?t l?m ng??i ta c¢ cÉu l?y ?? v? lÖm v? khìng ai l?y v? v? lÖm ?? con ng??i c¢ h?nh ph£c trong tay khìng trÉn tr?ng sau nÖy s? b? qu? b†o,1
?cm con ?? ?Ço bi?t nh?c mÖ cïn ?n n¢i m?t d?y.b? m? ?i b?n ?i.lo?i c?n b? ?¢ ngoÖi x? h?i gi? nhi?u l?m rói.,1
TOi nà a that tràn d?i nÖy ko ai kien nhÉn Dc nh? a,
Tìi s? m† nÖy luìn,
Con nÖy x?u th? c?ng c?p b? vl,1
Nhçn con ?? giÖ th?y g?m.,1
A ch?ng  r?t  OK,
cave cho n¢ gia kh?i nhÖ 2 bÖn tay ch?ng ch? c¢ cho d†i n¢ m?i nuìi thuìi,1
B? ngay ?i loai kh?n cave,1
Bo me cho x,1
Thu dan ba da lay nguoi ta ma con son xon tan dai bac tay,1
Lo?i cave b? me ?i n¢i nhçu ??ng h?ng,1
G†i ?? giÖ m?m. Th?ng ch?ng qu† t? t?. ,1
Da sai co buong.,
con nÖy  ko b°t n¢i nh?  th? nÖo vÖ v° n¢ vÖo vai gç n?a,
"A Ck xu ly rÉ?t hay.Cïn con vk cang noi cang sai,cang ngu.Gio ch¢t roi ma con c? c?i ngang,tot nhat nen cam hong di m† oi",1
Con v? nÖy mÖ g?p th?ng ch?ng kh†c thç ch?t bÖ n¢ r?i. Ng?i ?¢ mÖ cïn c?i,
Tao tang no cho may do kkk,
HÖi cho ?i ra kh?i nhÖ thìi,
Ngo?i tçnh mÖ cïn ng?n cao m?t nghành ngang nc vs ck nh? th? n?a ch?,
Cho no zach cai lon do theo thang Kia di.do de tien.,1
"M†, ??ng ?¢ n¢i hay th?t",
"?? h?t tçnh h?t n? thç ra tïa tuÉn th? theo ph†p lu?t thç b?n m?i lÖ quÉn t? 
Tr?c gi†c cóng lÖ ph? n? tìi th?y b?n ?ang b?n m?i tàn tr£ng hai ?°ch n?u ?£ng nh? l?i n¢i c?a b?n thç khìng ng??i v? nÖo ph?n b?i c? vç s?ng chung 10 n?m ch?c gç b?n ko ph?m sai l?m",
Thoa Nguyen,
KhÉm ph?c ìng ch?ng v?a c¢ trçnh ?? v?a c¢ l? tr° v?a cao th??ng th? mÖ con v? ?n ko ng?i r?i ko bi?t trÉn qu? l?i n?ng.. Cho ko bi?u ko cho r?nh n?,
Tuy e k Co phan doi ck e. Giong nhu vk  a. E thuong tui than. Sau ck e vo tam qua MN a. Nhung Khi nghe a noi. Ck phai Di Lam. De Lo cho gia dinh. Thi e thuong ck qua,
Nhuc nha wa ?i .vay ma con ?ua mat ra .noi chuyen nua,
Ch?ng qu† bçnh t?nh,
Th?ng ch¢ s?o l?n d?ng phim l?a c?ng ??ng theo d?i ?? m† mÖy th?ng ch¢ ??,1
Con ?Öng BÖ khìng bi?t nh?c.,1
Jenny Lee,
"LÖm b†n l?ng cho tr?i cu?i cóng r?i c?ng b? c†i s?ng to , thi?t c†i t°nh mÖ ?? c¢ m†u trai g†i gi? ko ?i ?au hay ko ch?i v?i ai b?n bä ! Thç c?ng c¢ ah ?¢ c?ng lÖ m?t c†i b?nh m†u trai g†i ! ",
E kham phuc cach phan xu do can chi dong tai dong chan dam chem .nguoi chet nguoi o tu .,
Le Thanhlam Le,
Con ?? nÖy c¢ l?i mÖ tr? tr?n qua lo?i nguoi nÖy th?ng ?Ön nÖo l?y het th?i .,
"DÉn Ph??c ?ìng B?n bi?t facebook mçnh ch?a, ghÇ t??ng m tham kh?o nha??",
E r?t n? anh ck nÖy x? l? r?t t?t,
Da chet me no di anh co bo lao ha,
X?u h? qu† bÖ oi ??ng c¢ n¢i n?a,
B°ch Tuy?n,
Anh n¢i r?t hÉy .nh?ng anh c¢ lÖm ???c hong .anh c¢ b? ???c con ?? n?y hong .,1
N,
"?Ön bÖ mÖ ch?u h? ko s?a ?c, b? ?i anh, m?t e lÖm mai cho ch? kh†c ??p h?n t? t? h?n.",
Mà?t qua? n la?m gi? cho no? theo ng???i ti?nh m??i cìng an la?m ch??ng ngoa?i ti?nh r lidi k phÉn chia ta?i sa?n chung cu?a v?? n ok lià?n,
G†i ?? giÖ m?m. ?? ??n m?c nÖy thç cïn gç n?a mÖ khìng v?t.,1
con vy ,
S??ng n¢ kh? ch?ng thìi,
A ck noi wa ckj ly luon.ba vk tkj het noi,
Sao em hi?n qu† vÉy em trai . C†i th? ?¢ n¢ ?Éu c¢ hi?u ?Éu mÖ em gi?i th°ch cho m?t vÉy . L?y kÇo c?t tr?c ??u r?i th? cho n¢ ?i ?Éu thç ?i . H?n ng??i nh? vÉy ko nàn gi? l?i . B?n ch?t nh? vÉy r?i n¢ c?ng ko thay ??i ?Éu . ?Ön bÖ ngu,
The nÖo ?? ch?,
"cÖng xem th?y t?c gióm ,a lÖ ng??i hóng, r?p ph?i m?y th?ng kh†c lÖ Toan r?i",
"Thìi b? ?i a ?i, m?y lo?i c?n b? ?¢ gi? lÖm gç, a s? tçm ???c ng??i t?t h?n,",
M?t pha x? l? ??p con v? ng? v?i trai b? m? n¢ ?i ?? lo?i ?Ön bÖ dÉm tac,1
Nguy?n Mai,
Tao.o.cÉn.?uoc..ne.gÉp.tao.nay.gio.tao.?a.cho.mÉt.chàt.me.luon.ne,1
Da chà?t me? no,1
"A la 1 nguoi chìg tìt nhug rÉt tiàc lÉy fai mu ?an ba ?n chao ?a bat , vì liàg si , ??g nui nay quay sag nui no , loai nay bo ?i a , ? tràn ??i nay con nhiu  ng??i fu n? tìt va ?ag hoag lm ,",
"Con ch¢ ,ko bi?t nh?c nh?,?£ng lÖ lo?i m?t n?o, mu?n ch?t mÖy t? ?i ch?t ?i",
C†i lo?i  ?¢  n¢i  v?i  n¢  cho  lÖm  gç  ...,
con.?ang.ba.d?m.?em.cho.ca.xÉu.?ng.vho.roi,
,
Lo?i ?Ön bÖ kh? n?n  nÖy b? ?i cho nh? n? anh ?i,
Pha?i no?i la? a ck nay ? chi va? lo?ng chi?u ???ng ko th??ng ?a?n ìng na?o co?. Co?n nh??ng l??i no?i cua a ck rÉ?t y ngh?a va? sÉu xa,
"Anh ch?ng v? oan cho v? r?i n¢ ch?a ng?m c?c mÖ n¢i n¢ ng?m c?c n¢ v?i ?? th?ng B? n¢ ??t vÖi l?n ch?a lÖ gç h?t , ??t m? con ?? nÖy mang ra mÖ Tóng x?o n¢ ?i",1
A chì?ng s?? ly?. RÉ?t ?e?p,
anh la so 1 toi thich,
Anh  qu† tuy?t v?i,
"Bo ?i a mçnh tçm ng??i kh†c x£ng ?†ng h?n , ?Ön bÖ t?t cïn nhi?u l?m a Ö",
K ph?i n¢i anh h?i em mÖ lÖ tao h?i con ch¢ c†i ,
H?y thanh l? v?i gi† 0 ??ng,
Hay qu† anh trai,
X?o Du l?u h?n nhe cv,
cho n¢ ?i luìn ?i a trai ?i .,
Ch?ng hi?n qu†,
?? v?y r?i mÖ c†i m? con m? cïn don don ?†nh cho c†i m? m? dÖi c†i,
Thanh Truc Le,
Tì?i nghià?p a qua?,
?ng ck nÖy c?ng ko ph?i d?ng v?a...n¢i nhçu v?y thç ngÖy th??ng c?ng ko d? s?ng v?i n¢ r?i,
Dung la suong qua sanh tac,
"A chong rÉ?t binh tinh,gap ng???i kha?c la ba nay toi luon.",
Nguyen HoÖng Th?ng,
"M?t ng??i ph? n? ngu , ck lo ??y ?? ko th?y , mà nh?ng l?i nh?n tin qua l?i . Cu?i cóng ai s? ch?p nh?n ng??i h? thÉn m?t n?t ko liàn s? nh? v?y n?a . Hy v?ng a ch?ng luìn mai m?n vÖ thÖnh cìng h?n trong cu?c s?ng ",1
Loai ?an ba nhu vay bo ?i noi gi cho met anh oi,
Con ?Ön bÖ.... tha b? ch? ?? cïn m?c c†i s?ng lau dÖi.. . C†i dok la ng?a quen duonh c? thìi. Du tha th? cung vay ah,
?Ön bÖ ??ng cho n¢ s??ng qu†. ??ng cho n¢ kh? qu†. S??ng qu† ? ko h?ng m†u sanh t?t. Cïn c?c qu† thç n¢ c?ng b? mçnh theo ng kh†c.,
Con vk nh? shit. Th?y c†i m?t ko bi?t h?i h?n. T?t clip t†n cho 2 ??a sml r?i b? n¢ luìn.,1
C†i lo?i nÖy n?ng ?ïn trçnh bÖy v?i n¢ lÖm gç t?n l?i. ??p,
"Co phai a c vi lo lam an qua nen quen dan ba ngoa?i nhu cau lam ?e?p con co nhu cau sinh ly nua , nhung nà?u ng???i kha?c thi ng???i vo se lay mà?mn tru?m lai chu khong du can dam de cai lai voi chong dau vi biet a c dang eBay la cong bo len ca the gi??i biet roi ",1
"Anh. ?£ng lÖ ng??i c¢ h?c th?c. B†c  ghen  n¢i chuy?n r?t l?ch s?, nh?ng th?m vÖo ??u ?c   LÖ ??  nh?c r?i ",
Ti?c gç c?a ?y,
Mçnh o c?n n¢i nhi?u t?  con Dan bÖ kia sÉu h? thìi,
B?n cÖng c? x? ?Öng hoÖng v?i con ?? ?¢ n¢ cÖng ngìng  ?¢ b?n,1
Sao kg t†t cho con ?? kg ti?n ?¢ vÖi c†i ngay l£c ?¢ ?? n¢ b?t b? l†o vÖ cho th?ng kia th?y ...,1
H?y noi g??ng anh ch?ng nÖy. ?ng x? m?t c†ch r?t v?n minh.,
"ch£c DÉn Ph??c ?ìngtrÖn l?ng l??ng t?o ra ngÉn l??ng nha
",
Do lÖ do con dan ba man ra thìi ch£c b?n s? l? thÖnh cìng,
L? nÖy n¢i chi cho d? c†i mi?ng,
Hay a nÖy x? l? r?t hay,
lo?i  ?Ön  bÖ  nÖy  thç  b?  ?i cho r?nh  n?  .,
?Ön bÖ 2020 mÖ c†c b?n,
Bo di la xong the ma co loai dan ong cu muon theo vai con gia,
A n?y wa bçnh t?nh .g?p ng??i kh†c t†c cho con vk may bat tay .sai cïn c?i c? .,
?†nh ch?t m? h?t 2 con ch¢ ngo?i tçnh ?i.nh?t lÖ ng??i v?.,1
??i.,
K l? cÉu( ?Ön bÖ lÖ nh?ng ni?m ?au) lÖ c¢ th?t??,
m?i ng??i khg nàn ph† h?nh ph£c gia dh ng??i khac phu nu khg bi ?n doan la may m?n,
"Anh ch?ng r?t ?†ng n?, r?t ?Ön ìng",
W† hay a ?i,
KhÉm ph?c ,
"Anh ch?ng ,tuy?t v?i ,,,",
"Chu?n luìn nh?c u?ng thu?c kh†c ch?y ?i mua thu?c, r? th? mÖ khìng nh?n ra ???c ??u nh?n th?",
Ng??i mong c?u hp ng??i c¢ l?i ch?i t?.,
"Tìi th°ch c†ch x? l? c?a b?n ,nh?ng b?n c¢ v? cïn lo s? con v? nàn ?? n¢ g?m g? l?i v?i b?n",
Con v? nÖy khìng    x?ng ?†ng r?i b? ?i b?n,
Danh chet me di cho do di,
du ma dan ba lay trai con lon tieng nua loai nay dem cho ca sau an me cho roi,1
Khìng s?ng ???c v?i thìi lÖm gç ph?i n¢i nh?ng l?i ghà qu† v?y,
"LÖm pede ?? kh?, lÖm trai th?ng g†i th?ng cïn kh? h?n, thìi ?i lÖm pede ti?p :))",
Bàn mik c¢ #b?t_b°m gi£p cì bÇ luìn h?ng hÖo_ se kh°t_ n??c nìi lành l†ng kh?c ph?c tçnh tr?ng #khì_r†t_ kh°_h?_huy?t tr?ng ce quan ib em nhÇ,1
"Anh b?n b?t ???c v? mçnh ngo?i tçnh v?i ng??i ?Ön ìng kh†c t?i ks, c†ch x? l? c?a b?n tìi ?Éy ?†ng n? ph?c, cïn con v? c?a b?n th?t lÖ ngoan c?, tìi c?ng c?u mong b?n s? c¢ ng??i v? sau nÖy th?t lÖ h?nh ph£c, tìi r?t tin lÖ nh? v?y, cïn con v? ngo?i tçnh nÖy ??i n¢ s? kh? m?t ngÖy g?n ?Éy",
"Ch? em ph? n? c?ng nàn h?c c†ch Em Trai nÖy 
N?u c¢ Ch?ng ngo?i tçnh thç nàn gi?i quy?t nh? v?y 
??ng c¢ ?†nh ??p ng??i ph? n? ( ?Ön bÖ)
Nhçn nh?c cho c? 2 bàn",1
"N¢i chi nhi?u ?†nh con nh? ?¢ cho n¢ b? m? luìn,dÉm d?c",1
Ch?c.anh ph?i n? con nÖy . Nh? v?y lÖ song roi ?¢ anh b? n¢ cho xong nha anh . Lo?i nÖy lÖm d? x? h?i vÖ gia ?çnh . Anh nha ,1
,
M?t n?t,1
,
"Ko bjk nh?c Cïn v?nh m? len n?a ch? , g?p thang ck khac la r?ng mìi l?n l?n rói. ?ng b? s? b? ?†nh nen ng?i im ru . Cïn m? ko bjk ?i?u cïn c?i th?y ?a ghà ",
Con nÖy ko b? t†t c†i nÖo k vui r?i m? h¢ng vÖi c†i t†t xiàn cho m†y nh†t,1
Hai qua a oi,
Lo?i x£c v?t h?c cho n¢ ch?t t? t?,1
Con nay cai mat no chay that khong biet xÉ?u ho la vi,
Con suc vat nay bo ?i anh oi ,1
Con dan ba toi,1
Th?? con ?i cho tao o bià?t chuì?i cau na?o cho ha? giÉ?n,1
Sao ch£ khìng ?†nh n¢ ?i,1
F ,
,
